개방자치단체코드,관리번호,관리기관명,소재지도로명주소,소재지지번주소,설치목적구분,카메라대수,카메라화소수,촬영방면정보,보관일수,설치연월,관리기관전화번호,WGS84위도,WGS84경도,데이터기준일자,데이터갱신구분,데이터갱신시점,최종수정시점
3220000,202632200000800036,서울특별시 강남구청,서울특별시 강남구 선릉로14길 26,서울특별시 강남구 개포동 170-12,생활방범,4,,,30,,02-3423-6771,37.4845,127.0613,2026-01-01,,2026-05-16 22:28:19,2026-05-15 16:42:59
3220000,202632200000800037,서울특별시 강남구청,서울특별시 강남구 선릉로18길 8,서울특별시 강남구 개포동 172-2,생활방범,4,,,30,,02-3423-6771,37.4839,127.0599,2026-01-01,,2026-05-16 22:28:19,2026-05-15 16:42:59
3220000,202632200000800038,서울특별시 강남구청,서울특별시 강남구 개포로 402,서울특별시 강남구 개포동 173,생활방범,4,,,30,,02-3423-6771,37.4846,127.0601,2026-01-01,,2026-05-16 22:28:19,2026-05-15 16:42:59
3220000,202632200000800039,서울특별시 강남구청,서울특별시 강남구 개포로 401,서울특별시 강남구 개포동 174,어린이보호,4,,,30,,02-3423-6771,37.4851,127.058,2026-01-01,,2026-05-16 22:28:19,2026-05-15 16:42:59
3220000,202632200000800040,서울특별시 강남구청,서울특별시 강남구 개포로 511,서울특별시 강남구 개포동 182,생활방범,5,,,30,,02-3423-6771,37.4903,127.0687,2026-01-01,,2026-05-16 22:28:19,2026-05-15 16:42:59
3220000,202632200000800041,서울특별시 강남구청,서울특별시 강남구 개포로88길 6,서울특별시 강남구 개포동 186-18,어린이보호,4,,,30,,02-3423-6771,37.4889,127.0692,2026-01-01,,2026-05-16 22:28:20,2026-05-15 16:42:59
3220000,202632200000800042,서울특별시 강남구청,서울특별시 강남구 삼성로 14,서울특별시 강남구 개포동 189,생활방범,5,,,30,,02-3423-6771,37.4862,127.0679,2026-01-01,,2026-05-16 22:28:20,2026-05-15 16:42:59
3220000,202632200000800043,서울특별시 강남구청,서울특별시 강남구 삼성로 11,서울특별시 강남구 개포동 138,생활방범,1,,,30,,02-3423-6771,37.4841,127.0684,2026-01-01,,2026-05-16 22:28:20,2026-05-15 16:42:59
3220000,202632200000800044,서울특별시 강남구청,서울특별시 강남구 삼성로 11,서울특별시 강남구 개포동 138,생활방범,1,,,30,,02-3423-6771,37.485,127.0658,2026-01-01,,2026-05-16 22:28:20,2026-05-15 16:42:59
3220000,202632200000800045,서울특별시 강남구청,서울특별시 강남구 개포로82길 13-9,서울특별시 강남구 개포동 186-4,생활방범,5,,,30,,02-3423-6771,37.4885,127.068,2026-01-01,,2026-05-16 22:28:20,2026-05-15 16:42:59
3220000,202632200000800046,서울특별시 강남구청,서울특별시 강남구 선릉로 30,서울특별시 강남구 개포동 167-4,생활방범,4,,,30,,02-3423-6771,37.4827,127.0612,2026-01-01,,2026-05-16 22:28:20,2026-05-15 16:42:59
3220000,202632200000800047,서울특별시 강남구청,서울특별시 강남구 선릉로4길 17,서울특별시 강남구 개포동 158-7,생활방범,3,,,30,,02-3423-6771,37.4828,127.0625,2026-01-01,,2026-05-16 22:28:20,2026-05-15 16:42:59
3220000,202632200000800048,서울특별시 강남구청,서울특별시 강남구 영동대로4길 20,서울특별시 강남구 일원동 691,어린이보호,3,,,30,,02-3423-6771,37.4896,127.0754,2026-01-01,,2026-05-16 22:28:20,2026-05-15 16:42:59
3220000,202632200000800049,서울특별시 강남구청,서울특별시 강남구 개포로 516,서울특별시 강남구 개포동 185,어린이보호,4,,,30,,02-3423-6771,37.4901,127.0709,2026-01-01,,2026-05-16 22:28:20,2026-05-15 16:42:59
3220000,202632200000800050,서울특별시 강남구청,서울특별시 강남구 선릉로10길 28,서울특별시 강남구 개포동 161,생활방범,4,,,30,,02-3423-6771,37.4843,127.062,2026-01-01,,2026-05-16 22:28:20,2026-05-15 16:42:59
3220000,202632200000800051,서울특별시 강남구청,서울특별시 강남구 선릉로10길 26,서울특별시 강남구 개포동 162,생활방범,1,,,30,,02-3423-6771,37.4843,127.062,2026-01-01,,2026-05-16 22:28:20,2026-05-15 16:42:59
3220000,202632200000800052,서울특별시 강남구청,서울특별시 강남구 개포로 지하403,서울특별시 강남구 개포동 175-5,생활방범,4,,,30,,02-3423-6771,37.4869,127.0601,2026-01-01,,2026-05-16 22:28:20,2026-05-15 16:42:59
3220000,202632200000800053,서울특별시 강남구청,서울특별시 강남구 개포로82길 9-11,서울특별시 강남구 개포동 186-10,생활방범,4,,,30,,02-3423-6771,37.489,127.0679,2026-01-01,,2026-05-16 22:28:21,2026-05-15 16:42:59
3220000,202632200000800054,서울특별시 강남구청,서울특별시 강남구 영동대로3길 45,서울특별시 강남구 개포동 188,어린이보호,3,,,30,,02-3423-6771,37.4868,127.0697,2026-01-01,,2026-05-16 22:28:21,2026-05-15 16:42:59
3220000,202632200000800055,서울특별시 강남구청,,서울특별시 강남구 개포동 156-1,생활방범,3,,,30,,02-3423-6771,37.486,127.0595,2026-01-01,,2026-05-16 22:28:21,2026-05-15 16:42:59
3220000,202632200000800056,서울특별시 강남구청,서울특별시 강남구 개포로 402,서울특별시 강남구 개포동 173,어린이보호,4,,,30,,02-3423-6771,37.4839,127.0592,2026-01-01,,2026-05-16 22:28:21,2026-05-15 16:42:59
3220000,202632200000800057,서울특별시 강남구청,서울특별시 강남구 영동대로 101,서울특별시 강남구 개포동 184,생활방범,4,,,30,,02-3423-6771,37.4925,127.0719,2026-01-01,,2026-05-16 22:28:21,2026-05-15 16:42:59
3220000,202632200000800058,서울특별시 강남구청,서울특별시 강남구 삼성로 14,서울특별시 강남구 개포동 189,생활방범,4,,,30,,02-3423-6771,37.4832,127.0698,2026-01-01,,2026-05-16 22:28:21,2026-05-15 16:42:59
3220000,202632200000800059,서울특별시 강남구청,,서울특별시 강남구 일원동 704-2,어린이보호,1,,,30,,02-3423-6771,37.489,127.0744,2026-01-01,,2026-05-16 22:28:21,2026-05-15 16:42:59
3220000,202632200000800060,서울특별시 강남구청,서울특별시 강남구 개포로 516,서울특별시 강남구 개포동 185-1,어린이보호,5,,,30,,02-3423-6771,37.4885,127.0716,2026-01-01,,2026-05-16 22:28:21,2026-05-15 16:42:59
3220000,202632200000800061,서울특별시 강남구청,서울특별시 강남구 양재대로 478,서울특별시 강남구 개포동 154,생활방범,4,,,30,,02-3423-6771,37.4874,127.0646,2026-01-01,,2026-05-16 22:28:22,2026-05-15 16:42:59
3220000,202632200000800062,서울특별시 강남구청,서울특별시 강남구 개포로 409-1,서울특별시 강남구 개포동 181,생활방범,4,,,30,,02-3423-6771,37.4887,127.0618,2026-01-01,,2026-05-16 22:28:22,2026-05-15 16:42:59
3220000,202632200000800063,서울특별시 강남구청,,서울특별시 강남구 개포동 180,생활방범,4,,,30,,02-3423-6771,37.4889,127.0646,2026-01-01,,2026-05-16 22:28:22,2026-05-15 16:42:59
3220000,202632200000800064,서울특별시 강남구청,서울특별시 강남구 개포로 509,서울특별시 강남구 개포동 182-1,생활방범,3,,,30,,02-3423-6771,37.4897,127.0671,2026-01-01,,2026-05-16 22:28:22,2026-05-15 16:42:59
3220000,202632200000800065,서울특별시 강남구청,서울특별시 강남구 개포로 409-1,서울특별시 강남구 개포동 181,생활방범,4,,,30,,02-3423-6771,37.4883,127.0595,2026-01-01,,2026-05-16 22:28:22,2026-05-15 16:42:59
3220000,202632200000800066,서울특별시 강남구청,서울특별시 강남구 선릉로4길 25,서울특별시 강남구 개포동 157-1,생활방범,4,,,30,,02-3423-6771,37.4836,127.0636,2026-01-01,,2026-05-16 22:28:22,2026-05-15 16:42:59
3220000,202632200000800067,서울특별시 강남구청,서울특별시 강남구 개포로 403,서울특별시 강남구 개포동 175-4,생활방범,4,,,30,,02-3423-6771,37.4867,127.0596,2026-01-01,,2026-05-16 22:28:22,2026-05-15 16:42:59
3220000,202632200000800068,서울특별시 강남구청,서울특별시 강남구 선릉로12길 12,서울특별시 강남구 개포동 163-9,생활방범,5,,,30,,02-3423-6771,37.4838,127.0614,2026-01-01,,2026-05-16 22:28:22,2026-05-15 16:42:59
3220000,202632200000800069,서울특별시 강남구청,,서울특별시 강남구 개포동 156-20,어린이보호,5,,,30,,02-3423-6771,37.4862,127.0591,2026-01-01,,2026-05-16 22:28:22,2026-05-15 16:42:59
3220000,202632200000800070,서울특별시 강남구청,서울특별시 강남구 영동대로3길 45,서울특별시 강남구 개포동 188,어린이보호,4,,,30,,02-3423-6771,37.4871,127.0708,2026-01-01,,2026-05-16 22:28:22,2026-05-15 16:42:59
3220000,202632200000800071,서울특별시 강남구청,,서울특별시 강남구 개포동 148,생활방범,3,,,30,,02-3423-6771,37.4844,127.0647,2026-01-01,,2026-05-16 22:28:22,2026-05-15 16:42:59
3220000,202632200000800072,서울특별시 강남구청,,서울특별시 강남구 개포동 186-3,생활방범,6,,,30,,02-3423-6771,37.4886,127.0672,2026-01-01,,2026-05-16 22:28:23,2026-05-15 16:42:59
3220000,202632200000800073,서울특별시 강남구청,,서울특별시 강남구 개포동 154-1,생활방범,3,,,30,,02-3423-6771,37.4882,127.0637,2026-01-01,,2026-05-16 22:28:23,2026-05-15 16:43:00
3220000,202632200000800074,서울특별시 강남구청,서울특별시 강남구 삼성로 36,서울특별시 강남구 개포동 186-2,생활방범,4,,,30,,02-3423-6771,37.4882,127.0668,2026-01-01,,2026-05-16 22:28:23,2026-05-15 16:43:00
3220000,202632200000800075,서울특별시 강남구청,,서울특별시 강남구 개포동 152,생활방범,3,,,30,,02-3423-6771,37.4869,127.067,2026-01-01,,2026-05-16 22:28:23,2026-05-15 16:43:00
3220000,202632200000800076,서울특별시 강남구청,서울특별시 강남구 개포로 509,서울특별시 강남구 개포동 182-1,어린이보호,4,,,30,,02-3423-6771,37.4895,127.0679,2026-01-01,,2026-05-16 22:28:23,2026-05-15 16:43:00
3220000,202632200000800077,서울특별시 강남구청,서울특별시 강남구 개포로 509,서울특별시 강남구 개포동 182-1,어린이보호,2,,,30,,02-3423-6771,37.4895,127.0679,2026-01-01,,2026-05-16 22:28:23,2026-05-15 16:43:00
3220000,202632200000800078,서울특별시 강남구청,서울특별시 강남구 개포로 403,서울특별시 강남구 개포동 175,생활방범,4,,,30,,02-3423-6771,37.4884,127.0587,2026-01-01,,2026-05-16 22:28:23,2026-05-15 16:43:00
3220000,202632200000800079,서울특별시 강남구청,서울특별시 강남구 선릉로4길 30,서울특별시 강남구 개포동 139,생활방범,3,,,30,,02-3423-6771,37.4837,127.0642,2026-01-01,,2026-05-16 22:28:23,2026-05-15 16:43:00
3220000,202632200000800080,서울특별시 강남구청,서울특별시 강남구 선릉로4길 30,서울특별시 강남구 개포동 139,생활방범,5,,,30,,02-3423-6771,37.4832,127.0668,2026-01-01,,2026-05-16 22:28:23,2026-05-15 16:43:00
3220000,202632200000800081,서울특별시 강남구청,서울특별시 강남구 선릉로4길 30,서울특별시 강남구 개포동 139,생활방범,3,,,30,,02-3423-6771,37.482,127.0679,2026-01-01,,2026-05-16 22:28:23,2026-05-15 16:43:00
3220000,202632200000800082,서울특별시 강남구청,서울특별시 강남구 선릉로18길 20,서울특별시 강남구 개포동 172-6,어린이보호,4,,,30,,02-3423-6771,37.4845,127.0606,2026-01-01,,2026-05-16 22:28:23,2026-05-15 16:43:00
3220000,202632200000800083,서울특별시 강남구청,서울특별시 강남구 선릉로18길 24,서울특별시 강남구 개포동 171-7,생활방범,1,,,30,,02-3423-6771,37.4845,127.0606,2026-01-01,,2026-05-16 22:28:23,2026-05-15 16:43:00
3220000,202632200000800084,서울특별시 강남구청,서울특별시 강남구 선릉로4길 30,서울특별시 강남구 개포동 139,생활방범,3,,,30,,02-3423-6771,37.4827,127.0632,2026-01-01,,2026-05-16 22:28:23,2026-05-15 16:43:00
3220000,202632200000800085,서울특별시 강남구청,서울특별시 강남구 선릉로4길 30,서울특별시 강남구 개포동 139,생활방범,3,,,30,,02-3423-6771,37.4819,127.0665,2026-01-01,,2026-05-16 22:28:23,2026-05-15 16:43:00
3220000,202632200000800086,서울특별시 강남구청,서울특별시 강남구 선릉로4길 30,서울특별시 강남구 개포동 139,생활방범,4,,,30,,02-3423-6771,37.4815,127.0682,2026-01-01,,2026-05-16 22:28:23,2026-05-15 16:43:00
3220000,202632200000800087,서울특별시 강남구청,,서울특별시 강남구 개포동 179,생활방범,3,,,30,,02-3423-6771,37.4873,127.0619,2026-01-01,,2026-05-16 22:28:23,2026-05-15 16:43:00
3220000,202632200000800088,서울특별시 강남구청,서울특별시 강남구 선릉로12길 12,서울특별시 강남구 개포동169-3,생활방범,3,,,30,,02-3423-6771,37.4837,127.0609,2026-01-01,,2026-05-16 22:28:23,2026-05-15 16:43:00
3220000,202632200000800089,서울특별시 강남구청,,서울특별시 강남구 개포동 180,생활방범,4,,,30,,02-3423-6771,37.4885,127.0632,2026-01-01,,2026-05-16 22:28:23,2026-05-15 16:43:00
3220000,202632200000800090,서울특별시 강남구청,서울특별시 강남구 개포로 403,서울특별시 강남구 개포동 175-4,생활방범,2,,,30,,02-3423-6771,37.4865,127.0591,2026-01-01,,2026-05-16 22:28:23,2026-05-15 16:43:00
3220000,202632200000800091,서울특별시 강남구청,서울특별시 강남구 선릉로10길 10-8,서울특별시 강남구 개포동 166-3,생활방범,2,,,30,,02-3423-6771,37.4832,127.0612,2026-01-01,,2026-05-16 22:28:23,2026-05-15 16:43:00
3220000,202632200000800092,서울특별시 강남구청,서울특별시 강남구 선릉로6길 23,서울특별시 강남구 개포동 160-8,생활방범,2,,,30,,02-3423-6771,37.4834,127.0627,2026-01-01,,2026-05-16 22:28:23,2026-05-15 16:43:00
3220000,202632200000800093,서울특별시 강남구청,서울특별시 강남구 영동대로 22,서울특별시 강남구 일원동 611-1,어린이보호,4,,,30,,02-3423-6771,37.4906,127.077,2026-01-01,,2026-05-16 22:28:23,2026-05-15 16:43:00
3220000,202632200000800094,서울특별시 강남구청,서울특별시 강남구 영동대로 22,서울특별시 강남구 일원동 611-1,어린이보호,4,,,30,,02-3423-6771,37.4906,127.0769,2026-01-01,,2026-05-16 22:28:23,2026-05-15 16:43:00
3220000,202632200000800095,서울특별시 강남구청,서울특별시 강남구 선릉로6길 14,서울특별시 강남구 개포동 158-5,생활방범,3,,,30,,02-3423-6771,37.4829,127.062,2026-01-01,,2026-05-16 22:28:23,2026-05-15 16:43:00
3220000,202632200000800096,서울특별시 강남구청,서울특별시 강남구 선릉로4길 13,서울특별시 강남구 개포동 158-8,생활방범,4,,,30,,02-3423-6771,37.4826,127.0622,2026-01-01,,2026-05-16 22:28:23,2026-05-15 16:43:00
3220000,202632200000800097,서울특별시 강남구청,서울특별시 강남구 선릉로4길 7,서울특별시 강남구 개포동 158-10,생활방범,1,,,30,,02-3423-6771,37.4826,127.0622,2026-01-01,,2026-05-16 22:28:23,2026-05-15 16:43:00
3220000,202632200000800098,서울특별시 강남구청,서울특별시 강남구 선릉로8,서울특별시 강남구 개포동 1280,생활방범,3,,,30,,02-3423-6771,37.4814,127.0669,2026-01-01,,2026-05-16 22:28:23,2026-05-15 16:43:00
3220000,202632200000800099,서울특별시 강남구청,서울특별시 강남구 선릉로8,서울특별시 강남구 개포동 1280,생활방범,3,,,30,,02-3423-6771,37.4819,127.0652,2026-01-01,,2026-05-16 22:28:23,2026-05-15 16:43:00
3220000,202632200000800100,서울특별시 강남구청,서울특별시 강남구 선릉로8,서울특별시 강남구 개포동 1280,생활방범,3,,,30,,02-3423-6771,37.482,127.0661,2026-01-01,,2026-05-16 22:28:23,2026-05-15 16:43:00
3220000,202632200000800101,서울특별시 강남구청,서울특별시 강남구 영동대로 22,서울특별시 강남구 일원동 743,생활방범,3,,,30,,02-3423-6771,37.4896,127.0739,2026-01-01,,2026-05-16 22:28:23,2026-05-15 16:43:00
3220000,202632200000800102,서울특별시 강남구청,서울특별시 강남구 영동대로 22,서울특별시 강남구 일원동 743,생활방범,3,,,30,,02-3423-6771,37.4904,127.0735,2026-01-01,,2026-05-16 22:28:23,2026-05-15 16:43:00
3220000,202632200000800103,서울특별시 강남구청,서울특별시 강남구 삼성로4길 20,서울특별시 강남구 개포동 188,생활방범,5,,,30,,02-3423-6771,37.4868,127.0698,2026-01-01,,2026-05-16 22:28:23,2026-05-15 16:43:00
3220000,202632200000800104,서울특별시 강남구청,서울특별시 강남구 삼성로4길 20,서울특별시 강남구 개포동 188,생활방범,5,,,30,,02-3423-6771,37.4866,127.0701,2026-01-01,,2026-05-16 22:28:23,2026-05-15 16:43:00
3220000,202632200000800105,서울특별시 강남구청,서울특별시 강남구 삼성로4길 20,서울특별시 강남구 개포동 188,생활방범,5,,,30,,02-3423-6771,37.4863,127.0701,2026-01-01,,2026-05-16 22:28:23,2026-05-15 16:43:00
3220000,202632200000800106,서울특별시 강남구청,서울특별시 강남구 삼성로4길 20,서울특별시 강남구 개포동 188,생활방범,5,,,30,,02-3423-6771,37.4867,127.0713,2026-01-01,,2026-05-16 22:28:23,2026-05-15 16:43:00
3220000,202632200000800107,서울특별시 강남구청,서울특별시 강남구 삼성로4길 20,서울특별시 강남구 개포동 188,생활방범,5,,,30,,02-3423-6771,37.4867,127.0715,2026-01-01,,2026-05-16 22:28:23,2026-05-15 16:43:00
3220000,202632200000800108,서울특별시 강남구청,서울특별시 강남구 삼성로4길 20,서울특별시 강남구 개포동 188,생활방범,5,,,30,,02-3423-6771,37.4869,127.071,2026-01-01,,2026-05-16 22:28:24,2026-05-15 16:43:00
3220000,202632200000800109,서울특별시 강남구청,서울특별시 강남구 삼성로14,서울특별시 강남구 개포동 189,생활방범,1,,,30,,02-3423-6771,37.4884,127.074,2026-01-01,,2026-05-16 22:28:24,2026-05-15 16:43:00
3220000,202632200000800110,서울특별시 강남구청,서울특별시 강남구 삼성로14,서울특별시 강남구 개포동 189,생활방범,1,,,30,,02-3423-6771,37.487,127.0747,2026-01-01,,2026-05-16 22:28:24,2026-05-15 16:43:00
3220000,202632200000800111,서울특별시 강남구청,서울특별시 강남구 개포로 401,서울특별시 강남구 개포동 174,생활방범,5,,,30,,02-3423-6771,37.486,127.0573,2026-01-01,,2026-05-16 22:28:24,2026-05-15 16:43:00
3220000,202632200000800112,서울특별시 강남구청,서울특별시 강남구 개포로110길 15,서울특별시 강남구 일원동 615,교통단속,3,,,30,,02-3423-6771,37.4925,127.0764,2026-01-01,,2026-05-16 22:28:24,2026-05-15 16:43:00
3220000,202632200000800113,서울특별시 강남구청,,서울특별시 강남구 개포동 14-8,교통단속,1,,,30,,02-3423-6771,37.4948,127.0784,2026-01-01,,2026-05-16 22:28:24,2026-05-15 16:43:00
3220000,202632200000800114,서울특별시 강남구청,,서울특별시 강남구 일원동 700-7,교통단속,1,,,30,,02-3423-6771,37.4946,127.0823,2026-01-01,,2026-05-16 22:28:24,2026-05-15 16:43:00
3220000,202632200000800115,서울특별시 강남구청,,서울특별시 강남구 대치동 18-11,교통단속,3,,,30,,02-3423-6771,37.4981,127.0745,2026-01-01,,2026-05-16 22:28:24,2026-05-15 16:43:00
3220000,202632200000800116,서울특별시 강남구청,서울특별시 강남구 남부순환로 3165,서울특별시 강남구 대치동 27-1,교통단속,1,,,30,,02-3423-6771,37.4988,127.077,2026-01-01,,2026-05-16 22:28:24,2026-05-15 16:43:00
